Train;Test;Classifier;FeatureSet;Measure;Value;IsBaseline
Chicago;Brisbane;0;+LOC+LOD, nGrams: 2;Weighted F-Measure;0.897090;0
Chicago;Brisbane;0;+TIME+LOD, nGrams: 2;Percent Correct;0.871666;0
Chicago;Brisbane;0;+TIME+LOD, nGrams: 2;Weighted Precision;0.869783;0
Chicago;Brisbane;0;+TIME+LOD, nGrams: 2;Weighted Recall;0.871666;0
Chicago;Brisbane;0;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.859612;0
Chicago;Brisbane;0;+TYPES, nGrams: 2;Percent Correct;0.906842;0
Chicago;Brisbane;0;+TYPES, nGrams: 2;Weighted Precision;0.905948;0
Chicago;Brisbane;0;+TYPES, nGrams: 2;Weighted Recall;0.906842;0
Chicago;Brisbane;0;+TYPES, nGrams: 2;Weighted F-Measure;0.897437;0
Chicago;Brisbane;0;+CAT, nGrams: 2;Percent Correct;0.898724;0
Chicago;Brisbane;0;+CAT, nGrams: 2;Weighted Precision;0.895396;0
Chicago;Brisbane;0;+CAT, nGrams: 2;Weighted Recall;0.898724;0
Chicago;Brisbane;0;+CAT, nGrams: 2;Weighted F-Measure;0.889343;0
Chicago;Memphis4Classes;0;Baseline, nGrams: 2;Percent Correct;0.852684;0
Chicago;Memphis4Classes;0;Baseline, nGrams: 2;Weighted Precision;0.853629;0
Chicago;Memphis4Classes;0;Baseline, nGrams: 2;Weighted Recall;0.852684;0
Chicago;Memphis4Classes;0;Baseline, nGrams: 2;Weighted F-Measure;0.851003;0
Chicago;Memphis4Classes;0;+ALL, nGrams: 2;Percent Correct;0.835206;0
Chicago;Memphis4Classes;0;+ALL, nGrams: 2;Weighted Precision;0.848111;0
Chicago;Memphis4Classes;0;+ALL, nGrams: 2;Weighted Recall;0.835206;0
Chicago;Memphis4Classes;0;+ALL, nGrams: 2;Weighted F-Measure;0.838119;0
Chicago;Memphis4Classes;0;+LOC, nGrams: 2;Percent Correct;0.842697;0
Chicago;Memphis4Classes;0;+LOC, nGrams: 2;Weighted Precision;0.868219;0
Chicago;Memphis4Classes;0;+LOC, nGrams: 2;Weighted Recall;0.842697;0
Chicago;Memphis4Classes;0;+LOC, nGrams: 2;Weighted F-Measure;0.849818;0
Chicago;Memphis4Classes;0;+TIME, nGrams: 2;Percent Correct;0.848939;0
Chicago;Memphis4Classes;0;+TIME, nGrams: 2;Weighted Precision;0.852456;0
Chicago;Memphis4Classes;0;+TIME, nGrams: 2;Weighted Recall;0.848939;0
Chicago;Memphis4Classes;0;+TIME, nGrams: 2;Weighted F-Measure;0.848279;0
Chicago;Memphis4Classes;0;+LOD, nGrams: 2;Percent Correct;0.862672;0
Chicago;Memphis4Classes;0;+LOD, nGrams: 2;Weighted Precision;0.849479;0
Chicago;Memphis4Classes;0;+LOD, nGrams: 2;Weighted Recall;0.862672;0
Chicago;Memphis4Classes;0;+LOD, nGrams: 2;Weighted F-Measure;0.854229;0
Chicago;Memphis4Classes;0;+LOC+TIME, nGrams: 2;Percent Correct;0.861423;0
Chicago;Memphis4Classes;0;+LOC+TIME, nGrams: 2;Weighted Precision;0.873346;0
Chicago;Memphis4Classes;0;+LOC+TIME, nGrams: 2;Weighted Recall;0.861423;0
Chicago;Memphis4Classes;0;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.863436;0
Chicago;Memphis4Classes;0;+LOC+LOD, nGrams: 2;Percent Correct;0.848939;0
Chicago;Memphis4Classes;0;+LOC+LOD, nGrams: 2;Weighted Precision;0.846222;0
Chicago;Memphis4Classes;0;+LOC+LOD, nGrams: 2;Weighted Recall;0.848939;0
Chicago;Memphis4Classes;0;+LOC+LOD, nGrams: 2;Weighted F-Measure;0.846091;0
Chicago;Memphis4Classes;0;+TIME+LOD, nGrams: 2;Percent Correct;0.835206;0
Chicago;Memphis4Classes;0;+TIME+LOD, nGrams: 2;Weighted Precision;0.853328;0
Chicago;Memphis4Classes;0;+TIME+LOD, nGrams: 2;Weighted Recall;0.835206;0
Chicago;Memphis4Classes;0;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.838779;0
Chicago;Memphis4Classes;0;+TYPES, nGrams: 2;Percent Correct;0.846442;0
Chicago;Memphis4Classes;0;+TYPES, nGrams: 2;Weighted Precision;0.845432;0
Chicago;Memphis4Classes;0;+TYPES, nGrams: 2;Weighted Recall;0.846442;0
Chicago;Memphis4Classes;0;+TYPES, nGrams: 2;Weighted F-Measure;0.843883;0
Chicago;Memphis4Classes;0;+CAT, nGrams: 2;Percent Correct;0.867665;0
Chicago;Memphis4Classes;0;+CAT, nGrams: 2;Weighted Precision;0.857209;0
Chicago;Memphis4Classes;0;+CAT, nGrams: 2;Weighted Recall;0.867665;0
Chicago;Memphis4Classes;0;+CAT, nGrams: 2;Weighted F-Measure;0.861230;0
Chicago;Seattle4Classes;0;Baseline, nGrams: 2;Percent Correct;0.540632;0
Chicago;Seattle4Classes;0;Baseline, nGrams: 2;Weighted Precision;0.503469;0
Chicago;Seattle4Classes;0;Baseline, nGrams: 2;Weighted Recall;0.540632;0
Chicago;Seattle4Classes;0;Baseline, nGrams: 2;Weighted F-Measure;0.474523;0
Chicago;Seattle4Classes;0;+ALL, nGrams: 2;Percent Correct;0.557562;0
Chicago;Seattle4Classes;0;+ALL, nGrams: 2;Weighted Precision;0.512958;0
Chicago;Seattle4Classes;0;+ALL, nGrams: 2;Weighted Recall;0.557562;0
Chicago;Seattle4Classes;0;+ALL, nGrams: 2;Weighted F-Measure;0.490941;0
Chicago;Seattle4Classes;0;+LOC, nGrams: 2;Percent Correct;0.660271;0
Chicago;Seattle4Classes;0;+LOC, nGrams: 2;Weighted Precision;0.574944;0
Chicago;Seattle4Classes;0;+LOC, nGrams: 2;Weighted Recall;0.660271;0
Chicago;Seattle4Classes;0;+LOC, nGrams: 2;Weighted F-Measure;0.601206;0
Chicago;Seattle4Classes;0;+TIME, nGrams: 2;Percent Correct;0.545147;0
Chicago;Seattle4Classes;0;+TIME, nGrams: 2;Weighted Precision;0.505216;0
Chicago;Seattle4Classes;0;+TIME, nGrams: 2;Weighted Recall;0.545147;0
Chicago;Seattle4Classes;0;+TIME, nGrams: 2;Weighted F-Measure;0.478662;0
Chicago;Seattle4Classes;0;+LOD, nGrams: 2;Percent Correct;0.566591;0
Chicago;Seattle4Classes;0;+LOD, nGrams: 2;Weighted Precision;0.519373;0
Chicago;Seattle4Classes;0;+LOD, nGrams: 2;Weighted Recall;0.566591;0
Chicago;Seattle4Classes;0;+LOD, nGrams: 2;Weighted F-Measure;0.505369;0
Chicago;Seattle4Classes;0;+LOC+TIME, nGrams: 2;Percent Correct;0.651242;0
Chicago;Seattle4Classes;0;+LOC+TIME, nGrams: 2;Weighted Precision;0.567989;0
Chicago;Seattle4Classes;0;+LOC+TIME, nGrams: 2;Weighted Recall;0.651242;0
Chicago;Seattle4Classes;0;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.593988;0
Chicago;Seattle4Classes;0;+LOC+LOD, nGrams: 2;Percent Correct;0.573363;0
Chicago;Seattle4Classes;0;+LOC+LOD, nGrams: 2;Weighted Precision;0.524552;0
Chicago;Seattle4Classes;0;+LOC+LOD, nGrams: 2;Weighted Recall;0.573363;0
Chicago;Seattle4Classes;0;+LOC+LOD, nGrams: 2;Weighted F-Measure;0.512513;0
Chicago;Seattle4Classes;0;+TIME+LOD, nGrams: 2;Percent Correct;0.549661;0
Chicago;Seattle4Classes;0;+TIME+LOD, nGrams: 2;Weighted Precision;0.494876;0
Chicago;Seattle4Classes;0;+TIME+LOD, nGrams: 2;Weighted Recall;0.549661;0
Chicago;Seattle4Classes;0;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.487500;0
Chicago;Seattle4Classes;0;+TYPES, nGrams: 2;Percent Correct;0.562077;0
Chicago;Seattle4Classes;0;+TYPES, nGrams: 2;Weighted Precision;0.517406;0
Chicago;Seattle4Classes;0;+TYPES, nGrams: 2;Weighted Recall;0.562077;0
Chicago;Seattle4Classes;0;+TYPES, nGrams: 2;Weighted F-Measure;0.498838;0
Chicago;Seattle4Classes;0;+CAT, nGrams: 2;Percent Correct;0.529345;0
Chicago;Seattle4Classes;0;+CAT, nGrams: 2;Weighted Precision;0.494253;0
Chicago;Seattle4Classes;0;+CAT, nGrams: 2;Weighted Recall;0.529345;0
Chicago;Seattle4Classes;0;+CAT, nGrams: 2;Weighted F-Measure;0.463596;0
Chicago;NYC4Classes;0;Baseline, nGrams: 2;Percent Correct;0.842926;0
Chicago;NYC4Classes;0;Baseline, nGrams: 2;Weighted Precision;0.819680;0
Chicago;NYC4Classes;0;Baseline, nGrams: 2;Weighted Recall;0.842926;0
Chicago;NYC4Classes;0;Baseline, nGrams: 2;Weighted F-Measure;0.822722;0
Chicago;NYC4Classes;0;+ALL, nGrams: 2;Percent Correct;0.865519;0
Chicago;NYC4Classes;0;+ALL, nGrams: 2;Weighted Precision;0.848322;0
Chicago;NYC4Classes;0;+ALL, nGrams: 2;Weighted Recall;0.865519;0
Chicago;NYC4Classes;0;+ALL, nGrams: 2;Weighted F-Measure;0.850649;0
Chicago;NYC4Classes;0;+LOC, nGrams: 2;Percent Correct;0.823561;0
Chicago;NYC4Classes;0;+LOC, nGrams: 2;Weighted Precision;0.799690;0
Chicago;NYC4Classes;0;+LOC, nGrams: 2;Weighted Recall;0.823561;0
Chicago;NYC4Classes;0;+LOC, nGrams: 2;Weighted F-Measure;0.799850;0
Chicago;NYC4Classes;0;+TIME, nGrams: 2;Percent Correct;0.835395;0
Chicago;NYC4Classes;0;+TIME, nGrams: 2;Weighted Precision;0.814709;0
Chicago;NYC4Classes;0;+TIME, nGrams: 2;Weighted Recall;0.835395;0
Chicago;NYC4Classes;0;+TIME, nGrams: 2;Weighted F-Measure;0.814241;0
Chicago;NYC4Classes;0;+LOD, nGrams: 2;Percent Correct;0.869285;0
Chicago;NYC4Classes;0;+LOD, nGrams: 2;Weighted Precision;0.847332;0
Chicago;NYC4Classes;0;+LOD, nGrams: 2;Weighted Recall;0.869285;0
Chicago;NYC4Classes;0;+LOD, nGrams: 2;Weighted F-Measure;0.853232;0
Chicago;NYC4Classes;0;+LOC+TIME, nGrams: 2;Percent Correct;0.825713;0
Chicago;NYC4Classes;0;+LOC+TIME, nGrams: 2;Weighted Precision;0.811999;0
Chicago;NYC4Classes;0;+LOC+TIME, nGrams: 2;Weighted Recall;0.825713;0
Chicago;NYC4Classes;0;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.799729;0
Chicago;NYC4Classes;0;+LOC+LOD, nGrams: 2;Percent Correct;0.872512;0
Chicago;NYC4Classes;0;+LOC+LOD, nGrams: 2;Weighted Precision;0.850465;0
Chicago;NYC4Classes;0;+LOC+LOD, nGrams: 2;Weighted Recall;0.872512;0
Chicago;NYC4Classes;0;+LOC+LOD, nGrams: 2;Weighted F-Measure;0.857871;0
Chicago;NYC4Classes;0;+TIME+LOD, nGrams: 2;Percent Correct;0.850457;0
Chicago;NYC4Classes;0;+TIME+LOD, nGrams: 2;Weighted Precision;0.837945;0
Chicago;NYC4Classes;0;+TIME+LOD, nGrams: 2;Weighted Recall;0.850457;0
Chicago;NYC4Classes;0;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.835206;0
Chicago;NYC4Classes;0;+TYPES, nGrams: 2;Percent Correct;0.864443;0
Chicago;NYC4Classes;0;+TYPES, nGrams: 2;Weighted Precision;0.844278;0
Chicago;NYC4Classes;0;+TYPES, nGrams: 2;Weighted Recall;0.864443;0
Chicago;NYC4Classes;0;+TYPES, nGrams: 2;Weighted F-Measure;0.847221;0
Chicago;NYC4Classes;0;+CAT, nGrams: 2;Percent Correct;0.831630;0
Chicago;NYC4Classes;0;+CAT, nGrams: 2;Weighted Precision;0.803369;0
Chicago;NYC4Classes;0;+CAT, nGrams: 2;Weighted Recall;0.831630;0
Chicago;NYC4Classes;0;+CAT, nGrams: 2;Weighted F-Measure;0.806852;0
Chicago;Dublin;0;Baseline, nGrams: 2;Percent Correct;0.942096;0
Chicago;Dublin;0;Baseline, nGrams: 2;Weighted Precision;0.927544;0
Chicago;Dublin;0;Baseline, nGrams: 2;Weighted Recall;0.942096;0
Chicago;Dublin;0;Baseline, nGrams: 2;Weighted F-Measure;0.932699;0
Chicago;Dublin;0;+ALL, nGrams: 2;Percent Correct;0.939964;0
Chicago;Dublin;0;+ALL, nGrams: 2;Weighted Precision;0.928534;0
Chicago;Dublin;0;+ALL, nGrams: 2;Weighted Recall;0.939964;0
Chicago;Dublin;0;+ALL, nGrams: 2;Weighted F-Measure;0.933988;0
Chicago;Dublin;0;+LOC, nGrams: 2;Percent Correct;0.943162;0
Chicago;Dublin;0;+LOC, nGrams: 2;Weighted Precision;0.931339;0
Chicago;Dublin;0;+LOC, nGrams: 2;Weighted Recall;0.943162;0
Chicago;Dublin;0;+LOC, nGrams: 2;Weighted F-Measure;0.936332;0
Chicago;Dublin;0;+TIME, nGrams: 2;Percent Correct;0.942451;0
Chicago;Dublin;0;+TIME, nGrams: 2;Weighted Precision;0.926302;0
Chicago;Dublin;0;+TIME, nGrams: 2;Weighted Recall;0.942451;0
Chicago;Dublin;0;+TIME, nGrams: 2;Weighted F-Measure;0.932165;0
Chicago;Dublin;0;+LOD, nGrams: 2;Percent Correct;0.943162;0
Chicago;Dublin;0;+LOD, nGrams: 2;Weighted Precision;0.927605;0
Chicago;Dublin;0;+LOD, nGrams: 2;Weighted Recall;0.943162;0
Chicago;Dublin;0;+LOD, nGrams: 2;Weighted F-Measure;0.933078;0
Chicago;Dublin;0;+LOC+TIME, nGrams: 2;Percent Correct;0.936767;0
Chicago;Dublin;0;+LOC+TIME, nGrams: 2;Weighted Precision;0.924871;0
Chicago;Dublin;0;+LOC+TIME, nGrams: 2;Weighted Recall;0.936767;0
Chicago;Dublin;0;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.930549;0
Chicago;Dublin;0;+LOC+LOD, nGrams: 2;Percent Correct;0.942806;0
Chicago;Dublin;0;+LOC+LOD, nGrams: 2;Weighted Precision;0.930265;0
Chicago;Dublin;0;+LOC+LOD, nGrams: 2;Weighted Recall;0.942806;0
Chicago;Dublin;0;+LOC+LOD, nGrams: 2;Weighted F-Measure;0.933555;0
Chicago;Dublin;0;+TIME+LOD, nGrams: 2;Percent Correct;0.938188;0
Chicago;Dublin;0;+TIME+LOD, nGrams: 2;Weighted Precision;0.925660;0
Chicago;Dublin;0;+TIME+LOD, nGrams: 2;Weighted Recall;0.938188;0
Chicago;Dublin;0;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.931524;0
Chicago;Dublin;0;+TYPES, nGrams: 2;Percent Correct;0.946004;0
Chicago;Dublin;0;+TYPES, nGrams: 2;Weighted Precision;0.932099;0
Chicago;Dublin;0;+TYPES, nGrams: 2;Weighted Recall;0.946004;0
Chicago;Dublin;0;+TYPES, nGrams: 2;Weighted F-Measure;0.936831;0
Chicago;Dublin;0;+CAT, nGrams: 2;Percent Correct;0.943517;0
Chicago;Dublin;0;+CAT, nGrams: 2;Weighted Precision;0.930388;0
Chicago;Dublin;0;+CAT, nGrams: 2;Weighted Recall;0.943517;0
Chicago;Dublin;0;+CAT, nGrams: 2;Weighted F-Measure;0.933486;0
Chicago;SanFrancisco4Classes;0;Baseline, nGrams: 2;Percent Correct;0.863514;0
Chicago;SanFrancisco4Classes;0;Baseline, nGrams: 2;Weighted Precision;0.820639;0
Chicago;SanFrancisco4Classes;0;Baseline, nGrams: 2;Weighted Recall;0.863514;0
Chicago;SanFrancisco4Classes;0;Baseline, nGrams: 2;Weighted F-Measure;0.838567;0
Chicago;SanFrancisco4Classes;0;+ALL, nGrams: 2;Percent Correct;0.858784;0
Chicago;SanFrancisco4Classes;0;+ALL, nGrams: 2;Weighted Precision;0.819781;0
Chicago;SanFrancisco4Classes;0;+ALL, nGrams: 2;Weighted Recall;0.858784;0
Chicago;SanFrancisco4Classes;0;+ALL, nGrams: 2;Weighted F-Measure;0.835876;0
Chicago;SanFrancisco4Classes;0;+LOC, nGrams: 2;Percent Correct;0.845270;0
Chicago;SanFrancisco4Classes;0;+LOC, nGrams: 2;Weighted Precision;0.805593;0
Chicago;SanFrancisco4Classes;0;+LOC, nGrams: 2;Weighted Recall;0.845270;0
Chicago;SanFrancisco4Classes;0;+LOC, nGrams: 2;Weighted F-Measure;0.824231;0
Chicago;SanFrancisco4Classes;0;+TIME, nGrams: 2;Percent Correct;0.868243;0
Chicago;SanFrancisco4Classes;0;+TIME, nGrams: 2;Weighted Precision;0.828619;0
Chicago;SanFrancisco4Classes;0;+TIME, nGrams: 2;Weighted Recall;0.868243;0
Chicago;SanFrancisco4Classes;0;+TIME, nGrams: 2;Weighted F-Measure;0.846089;0
Chicago;SanFrancisco4Classes;0;+LOD, nGrams: 2;Percent Correct;0.875676;0
Chicago;SanFrancisco4Classes;0;+LOD, nGrams: 2;Weighted Precision;0.835366;0
Chicago;SanFrancisco4Classes;0;+LOD, nGrams: 2;Weighted Recall;0.875676;0
Chicago;SanFrancisco4Classes;0;+LOD, nGrams: 2;Weighted F-Measure;0.852515;0
Chicago;SanFrancisco4Classes;0;+LOC+TIME, nGrams: 2;Percent Correct;0.845270;0
Chicago;SanFrancisco4Classes;0;+LOC+TIME, nGrams: 2;Weighted Precision;0.799771;0
Chicago;SanFrancisco4Classes;0;+LOC+TIME, nGrams: 2;Weighted Recall;0.845270;0
Chicago;SanFrancisco4Classes;0;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.815446;0
Chicago;SanFrancisco4Classes;0;+LOC+LOD, nGrams: 2;Percent Correct;0.862838;0
Chicago;SanFrancisco4Classes;0;+LOC+LOD, nGrams: 2;Weighted Precision;0.821505;0
Chicago;SanFrancisco4Classes;0;+LOC+LOD, nGrams: 2;Weighted Recall;0.862838;0
Chicago;SanFrancisco4Classes;0;+LOC+LOD, nGrams: 2;Weighted F-Measure;0.839231;0
Chicago;SanFrancisco4Classes;0;+TIME+LOD, nGrams: 2;Percent Correct;0.856757;0
Chicago;SanFrancisco4Classes;0;+TIME+LOD, nGrams: 2;Weighted Precision;0.820610;0
Chicago;SanFrancisco4Classes;0;+TIME+LOD, nGrams: 2;Weighted Recall;0.856757;0
Chicago;SanFrancisco4Classes;0;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.837186;0
Chicago;SanFrancisco4Classes;0;+TYPES, nGrams: 2;Percent Correct;0.875000;0
Chicago;SanFrancisco4Classes;0;+TYPES, nGrams: 2;Weighted Precision;0.835365;0
Chicago;SanFrancisco4Classes;0;+TYPES, nGrams: 2;Weighted Recall;0.875000;0
Chicago;SanFrancisco4Classes;0;+TYPES, nGrams: 2;Weighted F-Measure;0.853126;0
Chicago;SanFrancisco4Classes;0;+CAT, nGrams: 2;Percent Correct;0.857432;0
Chicago;SanFrancisco4Classes;0;+CAT, nGrams: 2;Weighted Precision;0.814471;0
Chicago;SanFrancisco4Classes;0;+CAT, nGrams: 2;Weighted Recall;0.857432;0
Chicago;SanFrancisco4Classes;0;+CAT, nGrams: 2;Weighted F-Measure;0.831354;0
Chicago;Boston;0;Baseline, nGrams: 2;Percent Correct;0.892908;0
Chicago;Boston;0;Baseline, nGrams: 2;Weighted Precision;0.876240;0
Chicago;Boston;0;Baseline, nGrams: 2;Weighted Recall;0.892908;0
Chicago;Boston;0;Baseline, nGrams: 2;Weighted F-Measure;0.878989;0
Chicago;Boston;0;+ALL, nGrams: 2;Percent Correct;0.901773;0
Chicago;Boston;0;+ALL, nGrams: 2;Weighted Precision;0.888618;0
Chicago;Boston;0;+ALL, nGrams: 2;Weighted Recall;0.901773;0
Chicago;Boston;0;+ALL, nGrams: 2;Weighted F-Measure;0.891798;0
Chicago;Boston;0;+LOC, nGrams: 2;Percent Correct;0.896454;0
Chicago;Boston;0;+LOC, nGrams: 2;Weighted Precision;0.882713;0
Chicago;Boston;0;+LOC, nGrams: 2;Weighted Recall;0.896454;0
Chicago;Boston;0;+LOC, nGrams: 2;Weighted F-Measure;0.888233;0
Chicago;Boston;0;+TIME, nGrams: 2;Percent Correct;0.896809;0
Chicago;Boston;0;+TIME, nGrams: 2;Weighted Precision;0.881373;0
Chicago;Boston;0;+TIME, nGrams: 2;Weighted Recall;0.896809;0
Chicago;Boston;0;+TIME, nGrams: 2;Weighted F-Measure;0.884471;0
Chicago;Boston;0;+LOD, nGrams: 2;Percent Correct;0.902837;0
Chicago;Boston;0;+LOD, nGrams: 2;Weighted Precision;0.890836;0
Chicago;Boston;0;+LOD, nGrams: 2;Weighted Recall;0.902837;0
Chicago;Boston;0;+LOD, nGrams: 2;Weighted F-Measure;0.892864;0
Chicago;Boston;0;+LOC+TIME, nGrams: 2;Percent Correct;0.898227;0
Chicago;Boston;0;+LOC+TIME, nGrams: 2;Weighted Precision;0.885131;0
Chicago;Boston;0;+LOC+TIME, nGrams: 2;Weighted Recall;0.898227;0
Chicago;Boston;0;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.884854;0
Chicago;Boston;0;+LOC+LOD, nGrams: 2;Percent Correct;0.903546;0
Chicago;Boston;0;+LOC+LOD, nGrams: 2;Weighted Precision;0.890834;0
Chicago;Boston;0;+LOC+LOD, nGrams: 2;Weighted Recall;0.903546;0
Chicago;Boston;0;+LOC+LOD, nGrams: 2;Weighted F-Measure;0.893602;0
Chicago;Boston;0;+TIME+LOD, nGrams: 2;Percent Correct;0.899645;0
Chicago;Boston;0;+TIME+LOD, nGrams: 2;Weighted Precision;0.888071;0
Chicago;Boston;0;+TIME+LOD, nGrams: 2;Weighted Recall;0.899645;0
Chicago;Boston;0;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.891565;0
Chicago;Boston;0;+TYPES, nGrams: 2;Percent Correct;0.910638;0
Chicago;Boston;0;+TYPES, nGrams: 2;Weighted Precision;0.898418;0
Chicago;Boston;0;+TYPES, nGrams: 2;Weighted Recall;0.910638;0
Chicago;Boston;0;+TYPES, nGrams: 2;Weighted F-Measure;0.901909;0
Chicago;Boston;0;+CAT, nGrams: 2;Percent Correct;0.873050;0
Chicago;Boston;0;+CAT, nGrams: 2;Weighted Precision;0.855433;0
Chicago;Boston;0;+CAT, nGrams: 2;Weighted Recall;0.873050;0
Chicago;Boston;0;+CAT, nGrams: 2;Weighted F-Measure;0.858500;0
Chicago;London;0;Baseline, nGrams: 2;Percent Correct;0.903886;0
Chicago;London;0;Baseline, nGrams: 2;Weighted Precision;0.884104;0
Chicago;London;0;Baseline, nGrams: 2;Weighted Recall;0.903886;0
Chicago;London;0;Baseline, nGrams: 2;Weighted F-Measure;0.885125;0
Chicago;London;0;+ALL, nGrams: 2;Percent Correct;0.911867;0
Chicago;London;0;+ALL, nGrams: 2;Weighted Precision;0.894101;0
Chicago;London;0;+ALL, nGrams: 2;Weighted Recall;0.911867;0
Chicago;London;0;+ALL, nGrams: 2;Weighted F-Measure;0.898118;0
Chicago;London;0;+LOC, nGrams: 2;Percent Correct;0.905621;0
Chicago;London;0;+LOC, nGrams: 2;Weighted Precision;0.887826;0
Chicago;London;0;+LOC, nGrams: 2;Weighted Recall;0.905621;0
Chicago;London;0;+LOC, nGrams: 2;Weighted F-Measure;0.890805;0
Chicago;London;0;+TIME, nGrams: 2;Percent Correct;0.903539;0
Chicago;London;0;+TIME, nGrams: 2;Weighted Precision;0.880281;0
Chicago;London;0;+TIME, nGrams: 2;Weighted Recall;0.903539;0
Chicago;London;0;+TIME, nGrams: 2;Weighted F-Measure;0.885312;0
Chicago;London;0;+LOD, nGrams: 2;Percent Correct;0.910132;0
Chicago;London;0;+LOD, nGrams: 2;Weighted Precision;0.893269;0
Chicago;London;0;+LOD, nGrams: 2;Weighted Recall;0.910132;0
Chicago;London;0;+LOD, nGrams: 2;Weighted F-Measure;0.895566;0
Chicago;London;0;+LOC+TIME, nGrams: 2;Percent Correct;0.903192;0
Chicago;London;0;+LOC+TIME, nGrams: 2;Weighted Precision;0.886966;0
Chicago;London;0;+LOC+TIME, nGrams: 2;Weighted Recall;0.903192;0
Chicago;London;0;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.885585;0
Chicago;London;0;+LOC+LOD, nGrams: 2;Percent Correct;0.908744;0
Chicago;London;0;+LOC+LOD, nGrams: 2;Weighted Precision;0.893026;0
Chicago;London;0;+LOC+LOD, nGrams: 2;Weighted Recall;0.908744;0
Chicago;London;0;+LOC+LOD, nGrams: 2;Weighted F-Measure;0.894314;0
Chicago;London;0;+TIME+LOD, nGrams: 2;Percent Correct;0.899722;0
Chicago;London;0;+TIME+LOD, nGrams: 2;Weighted Precision;0.878903;0
Chicago;London;0;+TIME+LOD, nGrams: 2;Weighted Recall;0.899722;0
Chicago;London;0;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.885885;0
Chicago;London;0;+TYPES, nGrams: 2;Percent Correct;0.898334;0
Chicago;London;0;+TYPES, nGrams: 2;Weighted Precision;0.880254;0
Chicago;London;0;+TYPES, nGrams: 2;Weighted Recall;0.898334;0
Chicago;London;0;+TYPES, nGrams: 2;Weighted F-Measure;0.882209;0
Chicago;London;0;+CAT, nGrams: 2;Percent Correct;0.900416;0
Chicago;London;0;+CAT, nGrams: 2;Weighted Precision;0.881329;0
Chicago;London;0;+CAT, nGrams: 2;Weighted Recall;0.900416;0
Chicago;London;0;+CAT, nGrams: 2;Weighted F-Measure;0.883660;0
Chicago;Sydney;0;Baseline, nGrams: 2;Percent Correct;0.848751;0
Chicago;Sydney;0;Baseline, nGrams: 2;Weighted Precision;0.822317;0
Chicago;Sydney;0;Baseline, nGrams: 2;Weighted Recall;0.848751;0
Chicago;Sydney;0;Baseline, nGrams: 2;Weighted F-Measure;0.820111;0
Chicago;Sydney;0;+ALL, nGrams: 2;Percent Correct;0.856490;0
Chicago;Sydney;0;+ALL, nGrams: 2;Weighted Precision;0.844198;0
Chicago;Sydney;0;+ALL, nGrams: 2;Weighted Recall;0.856490;0
Chicago;Sydney;0;+ALL, nGrams: 2;Weighted F-Measure;0.836137;0
Chicago;Sydney;0;+LOC, nGrams: 2;Percent Correct;0.870208;0
Chicago;Sydney;0;+LOC, nGrams: 2;Weighted Precision;0.850403;0
Chicago;Sydney;0;+LOC, nGrams: 2;Weighted Recall;0.870208;0
Chicago;Sydney;0;+LOC, nGrams: 2;Weighted F-Measure;0.852275;0
Chicago;Sydney;0;+TIME, nGrams: 2;Percent Correct;0.851565;0
Chicago;Sydney;0;+TIME, nGrams: 2;Weighted Precision;0.829408;0
Chicago;Sydney;0;+TIME, nGrams: 2;Weighted Recall;0.851565;0
Chicago;Sydney;0;+TIME, nGrams: 2;Weighted F-Measure;0.822776;0
Chicago;Sydney;0;+LOD, nGrams: 2;Percent Correct;0.827999;0
Chicago;Sydney;0;+LOD, nGrams: 2;Weighted Precision;0.820700;0
Chicago;Sydney;0;+LOD, nGrams: 2;Weighted Recall;0.827999;0
Chicago;Sydney;0;+LOD, nGrams: 2;Weighted F-Measure;0.802473;0
Chicago;Sydney;0;+LOC+TIME, nGrams: 2;Percent Correct;0.862469;0
Chicago;Sydney;0;+LOC+TIME, nGrams: 2;Weighted Precision;0.853592;0
Chicago;Sydney;0;+LOC+TIME, nGrams: 2;Weighted Recall;0.862469;0
Chicago;Sydney;0;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.837386;0
Chicago;Sydney;0;+LOC+LOD, nGrams: 2;Percent Correct;0.856841;0
Chicago;Sydney;0;+LOC+LOD, nGrams: 2;Weighted Precision;0.846373;0
Chicago;Sydney;0;+LOC+LOD, nGrams: 2;Weighted Recall;0.856841;0
Chicago;Sydney;0;+LOC+LOD, nGrams: 2;Weighted F-Measure;0.839345;0
Chicago;Sydney;0;+TIME+LOD, nGrams: 2;Percent Correct;0.880760;0
