Train;Test;Classifier;FeatureSet;Measure;Value;IsBaseline
Chicago;Sydney;NaiveBayes;+LOC+LOD, nGrams: 2;Percent Correct;0.786352;0
Chicago;Sydney;NaiveBayes;+LOC+LOD, nGrams: 2;Weighted Precision;0.806500;0
Chicago;Sydney;NaiveBayes;+LOC+LOD, nGrams: 2;Weighted Recall;0.786352;0
Chicago;Sydney;NaiveBayes;+LOC+LOD, nGrams: 2;Weighted F-Measure;0.747308;0
Chicago;Brisbane;NaiveBayes;+LOC+TIME, nGrams: 2;Percent Correct;0.812138;0
Chicago;Brisbane;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Precision;0.837850;0
Chicago;Brisbane;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Recall;0.812138;0
Chicago;Brisbane;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.762674;0
Chicago;Seattle;NaiveBayes;+LOC+TIME, nGrams: 2;Percent Correct;0.729038;0
Chicago;Seattle;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Precision;0.749364;0
Chicago;Seattle;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Recall;0.729038;0
Chicago;Seattle;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.686059;0
Chicago;SanFrancisco;NaiveBayes;+LOC+TIME, nGrams: 2;Percent Correct;0.831892;0
Chicago;SanFrancisco;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Precision;0.828596;0
Chicago;SanFrancisco;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Recall;0.831892;0
Chicago;SanFrancisco;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.792200;0
Chicago;NYC;NaiveBayes;+LOC+TIME, nGrams: 2;Percent Correct;0.807639;0
Chicago;NYC;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Precision;0.799955;0
Chicago;NYC;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Recall;0.807639;0
Chicago;NYC;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.755713;0
Chicago;Dublin;NaiveBayes;+LOC+TIME, nGrams: 2;Percent Correct;0.937620;0
Chicago;Dublin;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Precision;0.929298;0
Chicago;Dublin;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Recall;0.937620;0
Chicago;Dublin;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.920385;0
Chicago;Boston;NaiveBayes;+LOC+TIME, nGrams: 2;Percent Correct;0.841277;0
Chicago;Boston;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Precision;0.849823;0
Chicago;Boston;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Recall;0.841277;0
Chicago;Boston;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.802526;0
Chicago;Memphis;NaiveBayes;+LOC+TIME, nGrams: 2;Percent Correct;0.770425;0
Chicago;Memphis;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Precision;0.793549;0
Chicago;Memphis;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Recall;0.770425;0
Chicago;Memphis;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.734334;0
Chicago;London;NaiveBayes;+LOC+TIME, nGrams: 2;Percent Correct;0.841389;0
Chicago;London;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Precision;0.854896;0
Chicago;London;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Recall;0.841389;0
Chicago;London;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.791154;0
Chicago;Sydney;NaiveBayes;+LOC+TIME, nGrams: 2;Percent Correct;0.791980;0
Chicago;Sydney;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Precision;0.833489;0
Chicago;Sydney;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted Recall;0.791980;0
Chicago;Sydney;NaiveBayes;+LOC+TIME, nGrams: 2;Weighted F-Measure;0.739906;0
Chicago;Brisbane;NaiveBayes;+LOD, nGrams: 2;Percent Correct;0.846618;0
Chicago;Brisbane;NaiveBayes;+LOD, nGrams: 2;Weighted Precision;0.860007;0
Chicago;Brisbane;NaiveBayes;+LOD, nGrams: 2;Weighted Recall;0.846618;0
Chicago;Brisbane;NaiveBayes;+LOD, nGrams: 2;Weighted F-Measure;0.821834;0
Chicago;Seattle;NaiveBayes;+LOD, nGrams: 2;Percent Correct;0.717877;0
Chicago;Seattle;NaiveBayes;+LOD, nGrams: 2;Weighted Precision;0.722603;0
Chicago;Seattle;NaiveBayes;+LOD, nGrams: 2;Weighted Recall;0.717877;0
Chicago;Seattle;NaiveBayes;+LOD, nGrams: 2;Weighted F-Measure;0.682203;0
Chicago;SanFrancisco;NaiveBayes;+LOD, nGrams: 2;Percent Correct;0.854189;0
Chicago;SanFrancisco;NaiveBayes;+LOD, nGrams: 2;Weighted Precision;0.848351;0
Chicago;SanFrancisco;NaiveBayes;+LOD, nGrams: 2;Weighted Recall;0.854189;0
Chicago;SanFrancisco;NaiveBayes;+LOD, nGrams: 2;Weighted F-Measure;0.834750;0
Chicago;NYC;NaiveBayes;+LOD, nGrams: 2;Percent Correct;0.827111;0
Chicago;NYC;NaiveBayes;+LOD, nGrams: 2;Weighted Precision;0.818324;0
Chicago;NYC;NaiveBayes;+LOD, nGrams: 2;Weighted Recall;0.827111;0
Chicago;NYC;NaiveBayes;+LOD, nGrams: 2;Weighted F-Measure;0.794696;0
Chicago;Dublin;NaiveBayes;+LOD, nGrams: 2;Percent Correct;0.939041;0
Chicago;Dublin;NaiveBayes;+LOD, nGrams: 2;Weighted Precision;0.930702;0
Chicago;Dublin;NaiveBayes;+LOD, nGrams: 2;Weighted Recall;0.939041;0
Chicago;Dublin;NaiveBayes;+LOD, nGrams: 2;Weighted F-Measure;0.928635;0
Chicago;Boston;NaiveBayes;+LOD, nGrams: 2;Percent Correct;0.858227;0
Chicago;Boston;NaiveBayes;+LOD, nGrams: 2;Weighted Precision;0.855325;0
Chicago;Boston;NaiveBayes;+LOD, nGrams: 2;Weighted Recall;0.858227;0
Chicago;Boston;NaiveBayes;+LOD, nGrams: 2;Weighted F-Measure;0.836522;0
Chicago;Memphis;NaiveBayes;+LOD, nGrams: 2;Percent Correct;0.777079;0
Chicago;Memphis;NaiveBayes;+LOD, nGrams: 2;Weighted Precision;0.781563;0
Chicago;Memphis;NaiveBayes;+LOD, nGrams: 2;Weighted Recall;0.777079;0
Chicago;Memphis;NaiveBayes;+LOD, nGrams: 2;Weighted F-Measure;0.752630;0
Chicago;London;NaiveBayes;+LOD, nGrams: 2;Percent Correct;0.832243;0
Chicago;London;NaiveBayes;+LOD, nGrams: 2;Weighted Precision;0.834039;0
Chicago;London;NaiveBayes;+LOD, nGrams: 2;Weighted Recall;0.832243;0
Chicago;London;NaiveBayes;+LOD, nGrams: 2;Weighted F-Measure;0.775451;0
Chicago;Sydney;NaiveBayes;+LOD, nGrams: 2;Percent Correct;0.793669;0
Chicago;Sydney;NaiveBayes;+LOD, nGrams: 2;Weighted Precision;0.816235;0
Chicago;Sydney;NaiveBayes;+LOD, nGrams: 2;Weighted Recall;0.793669;0
Chicago;Sydney;NaiveBayes;+LOD, nGrams: 2;Weighted F-Measure;0.754810;0
Chicago;Brisbane;NaiveBayes;+TIME, nGrams: 2;Percent Correct;0.790336;0
Chicago;Brisbane;NaiveBayes;+TIME, nGrams: 2;Weighted Precision;0.826355;0
Chicago;Brisbane;NaiveBayes;+TIME, nGrams: 2;Weighted Recall;0.790336;0
Chicago;Brisbane;NaiveBayes;+TIME, nGrams: 2;Weighted F-Measure;0.724847;0
Chicago;Seattle;NaiveBayes;+TIME, nGrams: 2;Percent Correct;0.687477;0
Chicago;Seattle;NaiveBayes;+TIME, nGrams: 2;Weighted Precision;0.703937;0
Chicago;Seattle;NaiveBayes;+TIME, nGrams: 2;Weighted Recall;0.687477;0
Chicago;Seattle;NaiveBayes;+TIME, nGrams: 2;Weighted F-Measure;0.620366;0
Chicago;SanFrancisco;NaiveBayes;+TIME, nGrams: 2;Percent Correct;0.837162;0
Chicago;SanFrancisco;NaiveBayes;+TIME, nGrams: 2;Weighted Precision;0.844526;0
Chicago;SanFrancisco;NaiveBayes;+TIME, nGrams: 2;Weighted Recall;0.837162;0
Chicago;SanFrancisco;NaiveBayes;+TIME, nGrams: 2;Weighted F-Measure;0.795394;0
Chicago;NYC;NaiveBayes;+TIME, nGrams: 2;Percent Correct;0.810974;0
Chicago;NYC;NaiveBayes;+TIME, nGrams: 2;Weighted Precision;0.813646;0
Chicago;NYC;NaiveBayes;+TIME, nGrams: 2;Weighted Recall;0.810974;0
Chicago;NYC;NaiveBayes;+TIME, nGrams: 2;Weighted F-Measure;0.759428;0
Chicago;Dublin;NaiveBayes;+TIME, nGrams: 2;Percent Correct;0.937123;0
Chicago;Dublin;NaiveBayes;+TIME, nGrams: 2;Weighted Precision;0.926741;0
Chicago;Dublin;NaiveBayes;+TIME, nGrams: 2;Weighted Recall;0.937123;0
Chicago;Dublin;NaiveBayes;+TIME, nGrams: 2;Weighted F-Measure;0.917055;0
Chicago;Boston;NaiveBayes;+TIME, nGrams: 2;Percent Correct;0.835603;0
Chicago;Boston;NaiveBayes;+TIME, nGrams: 2;Weighted Precision;0.848134;0
Chicago;Boston;NaiveBayes;+TIME, nGrams: 2;Weighted Recall;0.835603;0
Chicago;Boston;NaiveBayes;+TIME, nGrams: 2;Weighted F-Measure;0.790899;0
Chicago;Memphis;NaiveBayes;+TIME, nGrams: 2;Percent Correct;0.713678;0
Chicago;Memphis;NaiveBayes;+TIME, nGrams: 2;Weighted Precision;0.729575;0
Chicago;Memphis;NaiveBayes;+TIME, nGrams: 2;Weighted Recall;0.713678;0
Chicago;Memphis;NaiveBayes;+TIME, nGrams: 2;Weighted F-Measure;0.643135;0
Chicago;London;NaiveBayes;+TIME, nGrams: 2;Percent Correct;0.842724;0
Chicago;London;NaiveBayes;+TIME, nGrams: 2;Weighted Precision;0.858092;0
Chicago;London;NaiveBayes;+TIME, nGrams: 2;Weighted Recall;0.842724;0
Chicago;London;NaiveBayes;+TIME, nGrams: 2;Weighted F-Measure;0.791654;0
Chicago;Sydney;NaiveBayes;+TIME, nGrams: 2;Percent Correct;0.769961;0
Chicago;Sydney;NaiveBayes;+TIME, nGrams: 2;Weighted Precision;0.817747;0
Chicago;Sydney;NaiveBayes;+TIME, nGrams: 2;Weighted Recall;0.769961;0
Chicago;Sydney;NaiveBayes;+TIME, nGrams: 2;Weighted F-Measure;0.705681;0
Chicago;Brisbane;NaiveBayes;+TIME+LOD, nGrams: 2;Percent Correct;0.856359;0
Chicago;Brisbane;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Precision;0.866460;0
Chicago;Brisbane;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Recall;0.856359;0
Chicago;Brisbane;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.838795;0
Chicago;Seattle;NaiveBayes;+TIME+LOD, nGrams: 2;Percent Correct;0.733212;0
Chicago;Seattle;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Precision;0.737383;0
Chicago;Seattle;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Recall;0.733212;0
Chicago;Seattle;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.705515;0
Chicago;SanFrancisco;NaiveBayes;+TIME+LOD, nGrams: 2;Percent Correct;0.852703;0
Chicago;SanFrancisco;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Precision;0.844308;0
Chicago;SanFrancisco;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Recall;0.852703;0
Chicago;SanFrancisco;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.835698;0
Chicago;NYC;NaiveBayes;+TIME+LOD, nGrams: 2;Percent Correct;0.831092;0
Chicago;NYC;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Precision;0.824447;0
Chicago;NYC;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Recall;0.831092;0
Chicago;NYC;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.799990;0
Chicago;Dublin;NaiveBayes;+TIME+LOD, nGrams: 2;Percent Correct;0.938899;0
Chicago;Dublin;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Precision;0.931147;0
Chicago;Dublin;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Recall;0.938899;0
Chicago;Dublin;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.931522;0
Chicago;Boston;NaiveBayes;+TIME+LOD, nGrams: 2;Percent Correct;0.863830;0
Chicago;Boston;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Precision;0.860808;0
Chicago;Boston;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Recall;0.863830;0
Chicago;Boston;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.846002;0
Chicago;Memphis;NaiveBayes;+TIME+LOD, nGrams: 2;Percent Correct;0.815342;0
Chicago;Memphis;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Precision;0.818398;0
Chicago;Memphis;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Recall;0.815342;0
Chicago;Memphis;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.805022;0
Chicago;London;NaiveBayes;+TIME+LOD, nGrams: 2;Percent Correct;0.836048;0
Chicago;London;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Precision;0.835159;0
Chicago;London;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Recall;0.836048;0
Chicago;London;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.784448;0
Chicago;Sydney;NaiveBayes;+TIME+LOD, nGrams: 2;Percent Correct;0.797467;0
Chicago;Sydney;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Precision;0.816597;0
Chicago;Sydney;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted Recall;0.797467;0
Chicago;Sydney;NaiveBayes;+TIME+LOD, nGrams: 2;Weighted F-Measure;0.760841;0
Chicago;Brisbane;NaiveBayes;+TYPES, nGrams: 2;Percent Correct;0.808813;0
Chicago;Brisbane;NaiveBayes;+TYPES, nGrams: 2;Weighted Precision;0.806868;0
Chicago;Brisbane;NaiveBayes;+TYPES, nGrams: 2;Weighted Recall;0.808813;0
Chicago;Brisbane;NaiveBayes;+TYPES, nGrams: 2;Weighted F-Measure;0.769749;0
Chicago;Seattle;NaiveBayes;+TYPES, nGrams: 2;Percent Correct;0.708439;0
Chicago;Seattle;NaiveBayes;+TYPES, nGrams: 2;Weighted Precision;0.713050;0
Chicago;Seattle;NaiveBayes;+TYPES, nGrams: 2;Weighted Recall;0.708439;0
Chicago;Seattle;NaiveBayes;+TYPES, nGrams: 2;Weighted F-Measure;0.666327;0
Chicago;SanFrancisco;NaiveBayes;+TYPES, nGrams: 2;Percent Correct;0.848243;0
Chicago;SanFrancisco;NaiveBayes;+TYPES, nGrams: 2;Weighted Precision;0.840896;0
Chicago;SanFrancisco;NaiveBayes;+TYPES, nGrams: 2;Weighted Recall;0.848243;0
Chicago;SanFrancisco;NaiveBayes;+TYPES, nGrams: 2;Weighted F-Measure;0.822303;0
Chicago;NYC;NaiveBayes;+TYPES, nGrams: 2;Percent Correct;0.831307;0
Chicago;NYC;NaiveBayes;+TYPES, nGrams: 2;Weighted Precision;0.830871;0
Chicago;NYC;NaiveBayes;+TYPES, nGrams: 2;Weighted Recall;0.831307;0
Chicago;NYC;NaiveBayes;+TYPES, nGrams: 2;Weighted F-Measure;0.797011;0
Chicago;Dublin;NaiveBayes;+TYPES, nGrams: 2;Percent Correct;0.939680;0
Chicago;Dublin;NaiveBayes;+TYPES, nGrams: 2;Weighted Precision;0.930411;0
Chicago;Dublin;NaiveBayes;+TYPES, nGrams: 2;Weighted Recall;0.939680;0
Chicago;Dublin;NaiveBayes;+TYPES, nGrams: 2;Weighted F-Measure;0.928329;0
Chicago;Boston;NaiveBayes;+TYPES, nGrams: 2;Percent Correct;0.856028;0
Chicago;Boston;NaiveBayes;+TYPES, nGrams: 2;Weighted Precision;0.854510;0
Chicago;Boston;NaiveBayes;+TYPES, nGrams: 2;Weighted Recall;0.856028;0
Chicago;Boston;NaiveBayes;+TYPES, nGrams: 2;Weighted F-Measure;0.830903;0
Chicago;Memphis;NaiveBayes;+TYPES, nGrams: 2;Percent Correct;0.741220;0
Chicago;Memphis;NaiveBayes;+TYPES, nGrams: 2;Weighted Precision;0.749237;0
Chicago;Memphis;NaiveBayes;+TYPES, nGrams: 2;Weighted Recall;0.741220;0
Chicago;Memphis;NaiveBayes;+TYPES, nGrams: 2;Weighted F-Measure;0.702897;0
Chicago;London;NaiveBayes;+TYPES, nGrams: 2;Percent Correct;0.832977;0
Chicago;London;NaiveBayes;+TYPES, nGrams: 2;Weighted Precision;0.833763;0
Chicago;London;NaiveBayes;+TYPES, nGrams: 2;Weighted Recall;0.832977;0
Chicago;London;NaiveBayes;+TYPES, nGrams: 2;Weighted F-Measure;0.777633;0
Chicago;Sydney;NaiveBayes;+TYPES, nGrams: 2;Percent Correct;0.797819;0
Chicago;Sydney;NaiveBayes;+TYPES, nGrams: 2;Weighted Precision;0.826387;0
Chicago;Sydney;NaiveBayes;+TYPES, nGrams: 2;Weighted Recall;0.797819;0
Chicago;Sydney;NaiveBayes;+TYPES, nGrams: 2;Weighted F-Measure;0.759219;0
Chicago;Brisbane;NaiveBayes;Baseline, nGrams: 2;Percent Correct;0.796366;1
Chicago;Brisbane;NaiveBayes;Baseline, nGrams: 2;Weighted Precision;0.830031;1
Chicago;Brisbane;NaiveBayes;Baseline, nGrams: 2;Weighted Recall;0.796366;1
Chicago;Brisbane;NaiveBayes;Baseline, nGrams: 2;Weighted F-Measure;0.739271;1
Chicago;Seattle;NaiveBayes;Baseline, nGrams: 2;Percent Correct;0.704719;1
Chicago;Seattle;NaiveBayes;Baseline, nGrams: 2;Weighted Precision;0.719167;1
Chicago;Seattle;NaiveBayes;Baseline, nGrams: 2;Weighted Recall;0.704719;1
Chicago;Seattle;NaiveBayes;Baseline, nGrams: 2;Weighted F-Measure;0.652198;1
Chicago;SanFrancisco;NaiveBayes;Baseline, nGrams: 2;Percent Correct;0.842027;1
Chicago;SanFrancisco;NaiveBayes;Baseline, nGrams: 2;Weighted Precision;0.846658;1
Chicago;SanFrancisco;NaiveBayes;Baseline, nGrams: 2;Weighted Recall;0.842027;1
Chicago;SanFrancisco;NaiveBayes;Baseline, nGrams: 2;Weighted F-Measure;0.805750;1
Chicago;NYC;NaiveBayes;Baseline, nGrams: 2;Percent Correct;0.814094;1
Chicago;NYC;NaiveBayes;Baseline, nGrams: 2;Weighted Precision;0.810097;1
Chicago;NYC;NaiveBayes;Baseline, nGrams: 2;Weighted Recall;0.814094;1
Chicago;NYC;NaiveBayes;Baseline, nGrams: 2;Weighted F-Measure;0.767926;1
Chicago;Dublin;NaiveBayes;Baseline, nGrams: 2;Percent Correct;0.937336;1
Chicago;Dublin;NaiveBayes;Baseline, nGrams: 2;Weighted Precision;0.925941;1
Chicago;Dublin;NaiveBayes;Baseline, nGrams: 2;Weighted Recall;0.937336;1
Chicago;Dublin;NaiveBayes;Baseline, nGrams: 2;Weighted F-Measure;0.919146;1
Chicago;Boston;NaiveBayes;Baseline, nGrams: 2;Percent Correct;0.842766;1
Chicago;Boston;NaiveBayes;Baseline, nGrams: 2;Weighted Precision;0.854943;1
Chicago;Boston;NaiveBayes;Baseline, nGrams: 2;Weighted Recall;0.842766;1
Chicago;Boston;NaiveBayes;Baseline, nGrams: 2;Weighted F-Measure;0.805936;1
Chicago;Memphis;NaiveBayes;Baseline, nGrams: 2;Percent Correct;0.710906;1
Chicago;Memphis;NaiveBayes;Baseline, nGrams: 2;Weighted Precision;0.714374;1
Chicago;Memphis;NaiveBayes;Baseline, nGrams: 2;Weighted Recall;0.710906;1
Chicago;Memphis;NaiveBayes;Baseline, nGrams: 2;Weighted F-Measure;0.643234;1
Chicago;London;NaiveBayes;Baseline, nGrams: 2;Percent Correct;0.842256;1
Chicago;London;NaiveBayes;Baseline, nGrams: 2;Weighted Precision;0.854758;1
Chicago;London;NaiveBayes;Baseline, nGrams: 2;Weighted Recall;0.842256;1
Chicago;London;NaiveBayes;Baseline, nGrams: 2;Weighted F-Measure;0.792131;1
Chicago;Sydney;NaiveBayes;Baseline, nGrams: 2;Percent Correct;0.780162;1
Chicago;Sydney;NaiveBayes;Baseline, nGrams: 2;Weighted Precision;0.819723;1
Chicago;Sydney;NaiveBayes;Baseline, nGrams: 2;Weighted Recall;0.780162;1
Chicago;Sydney;NaiveBayes;Baseline, nGrams: 2;Weighted F-Measure;0.728154;1
Dublin;Brisbane;NaiveBayes;+ALL, nGrams: 2;Percent Correct;0.815385;0
Dublin;Brisbane;NaiveBayes;+ALL, nGrams: 2;Weighted Precision;0.837671;0
Dublin;Brisbane;NaiveBayes;+ALL, nGrams: 2;Weighted Recall;0.815385;0
Dublin;Brisbane;NaiveBayes;+ALL, nGrams: 2;Weighted F-Measure;0.774931;0
Dublin;Seattle;NaiveBayes;+ALL, nGrams: 2;Percent Correct;0.703630;0
Dublin;Seattle;NaiveBayes;+ALL, nGrams: 2;Weighted Precision;0.718276;0
Dublin;Seattle;NaiveBayes;+ALL, nGrams: 2;Weighted Recall;0.703630;0
Dublin;Seattle;NaiveBayes;+ALL, nGrams: 2;Weighted F-Measure;0.652647;0
Dublin;SanFrancisco;NaiveBayes;+ALL, nGrams: 2;Percent Correct;0.838649;0
Dublin;SanFrancisco;NaiveBayes;+ALL, nGrams: 2;Weighted Precision;0.837199;0
Dublin;SanFrancisco;NaiveBayes;+ALL, nGrams: 2;Weighted Recall;0.838649;0
Dublin;SanFrancisco;NaiveBayes;+ALL, nGrams: 2;Weighted F-Measure;0.804943;0
Dublin;NYC;NaiveBayes;+ALL, nGrams: 2;Percent Correct;0.802044;0
Dublin;NYC;NaiveBayes;+ALL, nGrams: 2;Weighted Precision;0.794646;0
Dublin;NYC;NaiveBayes;+ALL, nGrams: 2;Weighted Recall;0.802044;0
Dublin;NYC;NaiveBayes;+ALL, nGrams: 2;Weighted F-Measure;0.752136;0
Dublin;Chicago;NaiveBayes;+ALL, nGrams: 2;Percent Correct;0.886119;0
Dublin;Chicago;NaiveBayes;+ALL, nGrams: 2;Weighted Precision;0.876751;0
Dublin;Chicago;NaiveBayes;+ALL, nGrams: 2;Weighted Recall;0.886119;0
Dublin;Chicago;NaiveBayes;+ALL, nGrams: 2;Weighted F-Measure;0.865082;0
Dublin;Boston;NaiveBayes;+ALL, nGrams: 2;Percent Correct;0.833475;0
Dublin;Boston;NaiveBayes;+ALL, nGrams: 2;Weighted Precision;0.830681;0
Dublin;Boston;NaiveBayes;+ALL, nGrams: 2;Weighted Recall;0.833475;0
Dublin;Boston;NaiveBayes;+ALL, nGrams: 2;Weighted F-Measure;0.797294;0
Dublin;Memphis;NaiveBayes;+ALL, nGrams: 2;Percent Correct;0.733641;0
Dublin;Memphis;NaiveBayes;+ALL, nGrams: 2;Weighted Precision;0.748420;0
Dublin;Memphis;NaiveBayes;+ALL, nGrams: 2;Weighted Recall;0.733641;0
Dublin;Memphis;NaiveBayes;+ALL, nGrams: 2;Weighted F-Measure;0.685832;0
Dublin;London;NaiveBayes;+ALL, nGrams: 2;Percent Correct;0.851736;0
Dublin;London;NaiveBayes;+ALL, nGrams: 2;Weighted Precision;0.864984;0
Dublin;London;NaiveBayes;+ALL, nGrams: 2;Weighted Recall;0.851736;0
Dublin;London;NaiveBayes;+ALL, nGrams: 2;Weighted F-Measure;0.808749;0
Dublin;Sydney;NaiveBayes;+ALL, nGrams: 2;Percent Correct;0.772705;0
Dublin;Sydney;NaiveBayes;+ALL, nGrams: 2;Weighted Precision;0.801926;0
Dublin;Sydney;NaiveBayes;+ALL, nGrams: 2;Weighted Recall;0.772705;0
Dublin;Sydney;NaiveBayes;+ALL, nGrams: 2;Weighted F-Measure;0.722981;0
Dublin;Brisbane;NaiveBayes;+CAT, nGrams: 2;Percent Correct;0.791419;0
Dublin;Brisbane;NaiveBayes;+CAT, nGrams: 2;Weighted Precision;0.819906;0
Dublin;Brisbane;NaiveBayes;+CAT, nGrams: 2;Weighted Recall;0.791419;0
Dublin;Brisbane;NaiveBayes;+CAT, nGrams: 2;Weighted F-Measure;0.734703;0
Dublin;Seattle;NaiveBayes;+CAT, nGrams: 2;Percent Correct;0.683666;0
Dublin;Seattle;NaiveBayes;+CAT, nGrams: 2;Weighted Precision;0.708784;0
Dublin;Seattle;NaiveBayes;+CAT, nGrams: 2;Weighted Recall;0.683666;0
Dublin;Seattle;NaiveBayes;+CAT, nGrams: 2;Weighted F-Measure;0.613303;0
Dublin;SanFrancisco;NaiveBayes;+CAT, nGrams: 2;Percent Correct;0.832297;0
Dublin;SanFrancisco;NaiveBayes;+CAT, nGrams: 2;Weighted Precision;0.836818;0
Dublin;SanFrancisco;NaiveBayes;+CAT, nGrams: 2;Weighted Recall;0.832297;0
Dublin;SanFrancisco;NaiveBayes;+CAT, nGrams: 2;Weighted F-Measure;0.788863;0
Dublin;NYC;NaiveBayes;+CAT, nGrams: 2;Percent Correct;0.791286;0
Dublin;NYC;NaiveBayes;+CAT, nGrams: 2;Weighted Precision;0.777735;0
Dublin;NYC;NaiveBayes;+CAT, nGrams: 2;Weighted Recall;0.791286;0
Dublin;NYC;NaiveBayes;+CAT, nGrams: 2;Weighted F-Measure;0.731134;0
Dublin;Chicago;NaiveBayes;+CAT, nGrams: 2;Percent Correct;0.881671;0
Dublin;Chicago;NaiveBayes;+CAT, nGrams: 2;Weighted Precision;0.877166;0
Dublin;Chicago;NaiveBayes;+CAT, nGrams: 2;Weighted Recall;0.881671;0
Dublin;Chicago;NaiveBayes;+CAT, nGrams: 2;Weighted F-Measure;0.851614;0
Dublin;Boston;NaiveBayes;+CAT, nGrams: 2;Percent Correct;0.826667;0
Dublin;Boston;NaiveBayes;+CAT, nGrams: 2;Weighted Precision;0.826234;0
Dublin;Boston;NaiveBayes;+CAT, nGrams: 2;Weighted Recall;0.826667;0
Dublin;Boston;NaiveBayes;+CAT, nGrams: 2;Weighted F-Measure;0.781205;0
Dublin;Memphis;NaiveBayes;+CAT, nGrams: 2;Percent Correct;0.718854;0
Dublin;Memphis;NaiveBayes;+CAT, nGrams: 2;Weighted Precision;0.745786;0
Dublin;Memphis;NaiveBayes;+CAT, nGrams: 2;Weighted Recall;0.718854;0
Dublin;Memphis;NaiveBayes;+CAT, nGrams: 2;Weighted F-Measure;0.655519;0
Dublin;London;NaiveBayes;+CAT, nGrams: 2;Percent Correct;0.850267;0
Dublin;London;NaiveBayes;+CAT, nGrams: 2;Weighted Precision;0.864478;0
Dublin;London;NaiveBayes;+CAT, nGrams: 2;Weighted Recall;0.850267;0
Dublin;London;NaiveBayes;+CAT, nGrams: 2;Weighted F-Measure;0.805241;0
Dublin;Sydney;NaiveBayes;+CAT, nGrams: 2;Percent Correct;0.758495;0
Dublin;Sydney;NaiveBayes;+CAT, nGrams: 2;Weighted Precision;0.796978;0
Dublin;Sydney;NaiveBayes;+CAT, nGrams: 2;Weighted Recall;0.758495;0
Dublin;Sydney;NaiveBayes;+CAT, nGrams: 2;Weighted F-Measure;0.699301;0
Dublin;Brisbane;NaiveBayes;+LOC, nGrams: 2;Percent Correct;0.801237;0
Dublin;Brisbane;NaiveBayes;+LOC, nGrams: 2;Weighted Precision;0.831307;0
Dublin;Brisbane;NaiveBayes;+LOC, nGrams: 2;Weighted Recall;0.801237;0
